"BOOKINGID","REGISTRATIONNO","BOOKINGDATE","DEPARTUREZONE","DESTINATIONZONE","PASSENGERID"
T6870,Car08,2021-04-24 20:00:00.000,ZoneC,ZoneA,U091
T6871,Car01,2016-01-24 18:00:00.000,ZoneD,ZoneB,U091
T6872,Car20,2019-05-02 02:00:00.000,ZoneB,ZoneD,U120
T6873,Car03,2020-11-28 13:00:00.000,ZoneD,ZoneD,U090
T6874,Car11,2016-08-01 03:00:00.000,ZoneA,ZoneA,U086
T6875,Car24,2018-12-06 20:00:00.000,ZoneC,ZoneA,U012
T6876,Car10,2016-07-22 08:00:00.000,ZoneD,ZoneB,U140
T6877,Car16,2016-04-02 02:00:00.000,ZoneA,ZoneD,U139
T6878,Car26,2018-10-24 12:00:00.000,ZoneB,ZoneA,U143
T6879,Car23,2020-07-26 18:00:00.000,ZoneB,ZoneC,U080
T6880,Car05,2015-05-01 00:00:00.000,ZoneB,ZoneB,U083
T6881,Car18,2015-03-24 02:00:00.000,ZoneA,ZoneC,U134
T6882,Car24,2021-07-03 00:00:00.000,ZoneA,ZoneD,U054
T6883,Car13,2020-07-26 03:00:00.000,ZoneD,ZoneC,U094
T6884,Car17,2016-03-03 07:00:00.000,ZoneD,ZoneC,U067
T6885,Car04,2015-01-30 14:00:00.000,ZoneC,ZoneB,U093
T6886,Car11,2019-04-28 18:00:00.000,ZoneA,ZoneB,U054
T6887,Car06,2017-05-10 20:00:00.000,ZoneD,ZoneA,U030
T6888,Car28,2019-04-03 08:00:00.000,ZoneA,ZoneC,U111
T6889,Car10,2015-12-08 11:00:00.000,ZoneB,ZoneB,U026
T6890,Car20,2020-02-21 02:00:00.000,ZoneD,ZoneB,U081
T6891,Car19,2017-11-25 19:00:00.000,ZoneC,ZoneB,U041
T6892,Car11,2020-07-06 03:00:00.000,ZoneC,ZoneB,U147
T6893,Car24,2020-03-22 07:00:00.000,ZoneC,ZoneC,U120
T6894,Car23,2018-01-14 14:00:00.000,ZoneD,ZoneA,U031
T6895,Car09,2020-10-16 10:00:00.000,ZoneB,ZoneD,U069
T6896,Car19,2017-01-23 08:00:00.000,ZoneB,ZoneD,U063
T6897,Car29,2016-08-30 02:00:00.000,ZoneD,ZoneA,U082
T6898,Car12,2017-10-12 05:00:00.000,ZoneA,ZoneC,U051
T6899,Car05,2020-06-29 21:00:00.000,ZoneB,ZoneD,U124
T6900,Car24,2021-11-03 23:00:00.000,ZoneD,ZoneD,U117
T6901,Car23,2021-06-18 10:00:00.000,ZoneB,ZoneD,U082
T6902,Car02,2019-01-17 07:00:00.000,ZoneD,ZoneD,U122
T6903,Car20,2020-04-29 05:00:00.000,ZoneC,ZoneB,U072
T6904,Car25,2020-01-08 03:00:00.000,ZoneB,ZoneC,U075
T6906,Car06,2019-03-08 12:00:00.000,ZoneB,ZoneA,U041
T6907,Car11,2015-05-12 11:00:00.000,ZoneC,ZoneB,U015
T6908,Car20,2020-10-15 04:00:00.000,ZoneC,ZoneA,U016
T6909,Car22,2021-06-14 11:00:00.000,ZoneC,ZoneD,U075
T6910,Car16,2018-09-09 17:00:00.000,ZoneA,ZoneA,U094
T6911,Car19,2019-07-12 23:00:00.000,ZoneD,ZoneC,U044
T6912,Car01,2015-10-01 08:00:00.000,ZoneC,ZoneC,U102
T6913,Car11,2021-09-17 21:00:00.000,ZoneB,ZoneD,U112
T6914,Car12,2021-03-14 14:00:00.000,ZoneB,ZoneA,U129
T6915,Car21,2017-10-28 01:00:00.000,ZoneD,ZoneA,U025
T6916,Car23,2019-12-30 14:00:00.000,ZoneC,ZoneB,U011
T6917,Car15,2021-11-21 21:00:00.000,ZoneA,ZoneB,U140
T6918,Car23,2018-08-06 18:00:00.000,ZoneA,ZoneD,U096
T6919,Car09,2018-07-20 11:00:00.000,ZoneD,ZoneB,U029
T6920,Car20,2018-08-08 00:00:00.000,ZoneB,ZoneD,U035
T6921,Car26,2021-11-23 18:00:00.000,ZoneD,ZoneD,U160
T6922,Car07,2018-03-29 08:00:00.000,ZoneC,ZoneC,U037
T6923,Car23,2021-10-27 11:00:00.000,ZoneB,ZoneB,U036
T6924,Car21,2016-10-18 01:00:00.000,ZoneA,ZoneD,U047
T6926,Car09,2020-12-18 18:00:00.000,ZoneA,ZoneD,U140
T6928,Car07,2018-07-18 04:00:00.000,ZoneB,ZoneA,U124
T6929,Car10,2017-03-12 16:00:00.000,ZoneC,ZoneB,U068
T6930,Car16,2021-03-12 17:00:00.000,ZoneC,ZoneC,U064
T6931,Car20,2016-01-06 05:00:00.000,ZoneD,ZoneB,U062
T6932,Car04,2020-12-02 07:00:00.000,ZoneA,ZoneD,U073
T6933,Car02,2021-06-21 08:00:00.000,ZoneB,ZoneB,U057
T6934,Car19,2020-07-17 14:00:00.000,ZoneB,ZoneB,U098
T6935,Car22,2021-02-07 04:00:00.000,ZoneC,ZoneA,U014
T6936,Car08,2016-07-05 01:00:00.000,ZoneC,ZoneB,U158
T6937,Car15,2017-03-24 13:00:00.000,ZoneB,ZoneD,U131
T6938,Car06,2021-04-15 06:00:00.000,ZoneC,ZoneC,U027
T6939,Car16,2016-04-18 08:00:00.000,ZoneB,ZoneA,U013
T6940,Car01,2017-03-18 22:00:00.000,ZoneB,ZoneA,U065
T6941,Car27,2019-09-28 21:00:00.000,ZoneC,ZoneA,U155
T6942,Car02,2017-08-14 11:00:00.000,ZoneA,ZoneA,U069
T6944,Car27,2021-09-10 19:00:00.000,ZoneA,ZoneD,U125
T6945,Car22,2016-03-12 16:00:00.000,ZoneD,ZoneA,U024
T6946,Car06,2020-06-03 05:00:00.000,ZoneB,ZoneA,U019
T6947,Car29,2019-10-16 04:00:00.000,ZoneB,ZoneA,U035
T6948,Car12,2020-11-14 04:00:00.000,ZoneC,ZoneD,U053
T6949,Car16,2017-03-27 11:00:00.000,ZoneA,ZoneC,U126
T6950,Car08,2015-07-18 03:00:00.000,ZoneD,ZoneB,U098
T6951,Car27,2017-02-06 02:00:00.000,ZoneD,ZoneB,U012
T6952,Car16,2021-05-26 12:00:00.000,ZoneC,ZoneB,U075
T6953,Car17,2019-04-22 22:00:00.000,ZoneB,ZoneC,U121
T6954,Car10,2021-05-20 01:00:00.000,ZoneD,ZoneD,U145
T6955,Car12,2018-11-04 13:00:00.000,ZoneB,ZoneC,U023
T6957,Car18,2018-12-24 08:00:00.000,ZoneB,ZoneC,U109
T6958,Car11,2018-03-14 03:00:00.000,ZoneB,ZoneB,U024
T6959,Car24,2021-09-22 16:00:00.000,ZoneD,ZoneC,U049
T6960,Car23,2017-09-06 19:00:00.000,ZoneC,ZoneC,U074
T6961,Car05,2020-02-07 13:00:00.000,ZoneC,ZoneD,U059
T6962,Car02,2017-12-16 05:00:00.000,ZoneC,ZoneA,U085
T6963,Car28,2015-01-03 02:00:00.000,ZoneD,ZoneB,U037
T6964,Car12,2018-02-16 17:00:00.000,ZoneA,ZoneD,U137
T6965,Car16,2016-04-03 08:00:00.000,ZoneD,ZoneC,U039
T6966,Car28,2020-12-18 13:00:00.000,ZoneB,ZoneD,U092
T6967,Car27,2018-03-24 23:00:00.000,ZoneA,ZoneC,U049
T6968,Car12,2021-01-07 03:00:00.000,ZoneD,ZoneC,U161
T6969,Car22,2019-08-01 08:00:00.000,ZoneB,ZoneA,U018
T6970,Car20,2020-05-11 12:00:00.000,ZoneB,ZoneD,U133
T6971,Car26,2019-05-17 22:00:00.000,ZoneC,ZoneC,U081
T6972,Car19,2017-04-08 18:00:00.000,ZoneA,ZoneB,U128
T6973,Car28,2020-03-20 05:00:00.000,ZoneD,ZoneB,U086
T6974,Car21,2021-08-03 11:00:00.000,ZoneB,ZoneD,U066
T6975,Car14,2021-06-21 08:00:00.000,ZoneB,ZoneA,U161
T6976,Car13,2018-06-21 22:00:00.000,ZoneB,ZoneB,U125
T6977,Car09,2020-02-13 04:00:00.000,ZoneA,ZoneC,U042
T6978,Car16,2015-07-31 01:00:00.000,ZoneA,ZoneD,U137
T6979,Car25,2019-07-07 13:00:00.000,ZoneB,ZoneC,U040
T6980,Car07,2019-02-05 21:00:00.000,ZoneB,ZoneC,U049
T6981,Car26,2018-06-03 19:00:00.000,ZoneB,ZoneD,U117
T6982,Car03,2018-12-01 15:00:00.000,ZoneD,ZoneD,U157
T6983,Car02,2021-07-05 02:00:00.000,ZoneC,ZoneA,U093
T6984,Car30,2020-05-05 06:00:00.000,ZoneB,ZoneB,U072
T6985,Car03,2021-11-17 12:00:00.000,ZoneB,ZoneD,U030
T6986,Car06,2021-12-05 00:00:00.000,ZoneB,ZoneD,U075
T6987,Car21,2016-12-26 10:00:00.000,ZoneA,ZoneA,U077
T6988,Car06,2017-09-08 16:00:00.000,ZoneC,ZoneA,U071
T6989,Car16,2017-06-05 01:00:00.000,ZoneD,ZoneD,U048
T6990,Car29,2017-09-02 20:00:00.000,ZoneA,ZoneC,U019
T6991,Car15,2021-08-10 23:00:00.000,ZoneC,ZoneC,U117
T6992,Car22,2018-03-02 11:00:00.000,ZoneD,ZoneC,U091
T6993,Car14,2016-12-11 20:00:00.000,ZoneD,ZoneD,U124
T6994,Car26,2020-07-01 13:00:00.000,ZoneA,ZoneB,U157
T6995,Car12,2015-04-19 18:00:00.000,ZoneC,ZoneD,U136
T6996,Car28,2021-10-28 22:00:00.000,ZoneB,ZoneA,U010
T6997,Car11,2016-10-16 04:00:00.000,ZoneA,ZoneC,U048
T6998,Car04,2017-06-17 18:00:00.000,ZoneA,ZoneD,U113
T6999,Car21,2016-09-22 05:00:00.000,ZoneD,ZoneC,U064
T7000,Car27,2018-04-06 11:00:00.000,ZoneC,ZoneC,U117
T7001,Car05,2017-09-09 17:00:00.000,ZoneC,ZoneD,U028
T7002,Car15,2017-09-03 21:00:00.000,ZoneA,ZoneA,U073
T7003,Car28,2016-12-03 12:00:00.000,ZoneB,ZoneA,U119
T7004,Car12,2015-06-10 15:00:00.000,ZoneC,ZoneB,U089
T7005,Car18,2021-06-23 10:00:00.000,ZoneB,ZoneD,U154
T7006,Car14,2019-08-26 08:00:00.000,ZoneD,ZoneD,U095
T7007,Car02,2015-09-29 06:00:00.000,ZoneA,ZoneC,U084
T7008,Car23,2019-03-20 04:00:00.000,ZoneB,ZoneB,U154
T7009,Car08,2019-06-15 11:00:00.000,ZoneC,ZoneD,U132
T7010,Car20,2016-07-21 22:00:00.000,ZoneB,ZoneB,U092
T7011,Car16,2015-04-26 00:00:00.000,ZoneA,ZoneC,U069
T7012,Car13,2020-01-31 11:00:00.000,ZoneB,ZoneA,U138
T7013,Car26,2016-03-02 11:00:00.000,ZoneD,ZoneD,U016
T7014,Car02,2021-05-31 22:00:00.000,ZoneA,ZoneB,U161
T7015,Car09,2015-01-13 02:00:00.000,ZoneC,ZoneB,U120
T7016,Car17,2021-07-25 12:00:00.000,ZoneB,ZoneB,U034
T7017,Car22,2016-12-26 10:00:00.000,ZoneC,ZoneC,U125
T7018,Car13,2016-07-08 19:00:00.000,ZoneB,ZoneD,U157
T7019,Car05,2019-07-13 14:00:00.000,ZoneC,ZoneB,U110
T7020,Car06,2018-08-13 05:00:00.000,ZoneA,ZoneB,U054
T7021,Car02,2019-05-25 15:00:00.000,ZoneA,ZoneC,U015
T7022,Car10,2016-05-04 09:00:00.000,ZoneA,ZoneA,U035
T7023,Car09,2018-01-05 05:00:00.000,ZoneD,ZoneA,U044
T7024,Car20,2015-02-22 12:00:00.000,ZoneA,ZoneB,U075
T7025,Car18,2019-09-24 12:00:00.000,ZoneD,ZoneD,U143
T7026,Car10,2016-05-02 07:00:00.000,ZoneC,ZoneD,U138
T7027,Car28,2017-04-24 19:00:00.000,ZoneD,ZoneB,U085
T7028,Car17,2019-06-29 15:00:00.000,ZoneB,ZoneC,U161
T7029,Car05,2020-03-17 22:00:00.000,ZoneB,ZoneB,U035
T7030,Car05,2017-10-21 09:00:00.000,ZoneA,ZoneC,U071
T7032,Car13,2020-01-05 20:00:00.000,ZoneC,ZoneA,U011
T7033,Car16,2018-06-04 15:00:00.000,ZoneC,ZoneA,U128
T7034,Car17,2020-08-11 19:00:00.000,ZoneB,ZoneD,U117
T7035,Car29,2021-10-28 02:00:00.000,ZoneC,ZoneC,U019
T7036,Car21,2020-09-23 07:00:00.000,ZoneB,ZoneD,U098
T7037,Car25,2017-09-22 00:00:00.000,ZoneC,ZoneA,U099
T7038,Car29,2017-06-05 11:00:00.000,ZoneD,ZoneD,U082
T7039,Car29,2017-05-10 00:00:00.000,ZoneC,ZoneC,U101
T7040,Car12,2020-08-08 16:00:00.000,ZoneB,ZoneA,U025
T7041,Car07,2016-12-25 09:00:00.000,ZoneA,ZoneB,U111
T7042,Car01,2021-01-26 12:00:00.000,ZoneC,ZoneC,U069
T7043,Car05,2016-05-29 04:00:00.000,ZoneD,ZoneB,U147
T7044,Car08,2015-11-14 17:00:00.000,ZoneA,ZoneA,U116
T7045,Car18,2021-01-26 12:00:00.000,ZoneC,ZoneB,U122
T7046,Car16,2016-05-28 18:00:00.000,ZoneD,ZoneD,U123
T7047,Car13,2016-12-30 19:00:00.000,ZoneC,ZoneC,U158
T7048,Car05,2017-11-23 02:00:00.000,ZoneD,ZoneA,U010
T7049,Car11,2017-04-19 04:00:00.000,ZoneA,ZoneD,U078
T7050,Car15,2015-06-05 15:00:00.000,ZoneC,ZoneC,U066
T7051,Car18,2015-02-22 12:00:00.000,ZoneC,ZoneA,U015
T7052,Car04,2017-01-26 21:00:00.000,ZoneC,ZoneA,U122
T7054,Car12,2020-07-03 05:00:00.000,ZoneD,ZoneB,U145
T7057,Car07,2021-09-13 22:00:00.000,ZoneD,ZoneD,U055
T7058,Car18,2019-01-25 05:00:00.000,ZoneC,ZoneA,U026
T7059,Car27,2017-04-21 01:00:00.000,ZoneC,ZoneD,U107
T7060,Car22,2021-03-25 10:00:00.000,ZoneC,ZoneB,U103
T7061,Car17,2015-07-14 14:00:00.000,ZoneD,ZoneB,U070
T7062,Car05,2018-04-12 22:00:00.000,ZoneA,ZoneC,U106
T7063,Car19,2018-03-02 06:00:00.000,ZoneA,ZoneC,U014
T7064,Car15,2020-03-15 05:00:00.000,ZoneA,ZoneB,U101
T7065,Car01,2019-08-11 18:00:00.000,ZoneB,ZoneC,U107
T7066,Car01,2016-01-13 12:00:00.000,ZoneD,ZoneC,U048
T7067,Car27,2015-08-26 17:00:00.000,ZoneA,ZoneB,U075
T7069,Car22,2021-10-14 23:00:00.000,ZoneD,ZoneB,U152
T7070,Car27,2019-10-11 04:00:00.000,ZoneA,ZoneB,U111
T7071,Car17,2019-07-24 10:00:00.000,ZoneA,ZoneC,U105
T7072,Car10,2019-01-23 13:00:00.000,ZoneA,ZoneD,U054
T7073,Car28,2015-11-18 11:00:00.000,ZoneB,ZoneD,U149
T7074,Car10,2018-06-24 20:00:00.000,ZoneB,ZoneC,U131
T7075,Car27,2017-10-25 08:00:00.000,ZoneC,ZoneB,U016
T7076,Car10,2020-10-27 01:00:00.000,ZoneC,ZoneB,U135
T7077,Car23,2017-09-20 23:00:00.000,ZoneA,ZoneC,U117
T7078,Car24,2016-07-26 12:00:00.000,ZoneB,ZoneB,U140
T7079,Car15,2015-08-11 17:00:00.000,ZoneC,ZoneB,U039
T7080,Car11,2015-10-29 06:00:00.000,ZoneD,ZoneB,U128
T7081,Car29,2018-02-22 13:00:00.000,ZoneD,ZoneA,U018
T7082,Car01,2021-01-29 10:00:00.000,ZoneB,ZoneB,U154
T7083,Car26,2020-11-07 02:00:00.000,ZoneB,ZoneC,U019
T7084,Car25,2019-03-07 06:00:00.000,ZoneD,ZoneD,U032
T7085,Car13,2018-05-29 04:00:00.000,ZoneB,ZoneD,U074
T7086,Car30,2019-01-31 11:00:00.000,ZoneC,ZoneC,U035
T7087,Car27,2021-08-06 14:00:00.000,ZoneC,ZoneB,U080
T7088,Car12,2019-04-17 07:00:00.000,ZoneD,ZoneC,U053
T7089,Car20,2020-03-15 05:00:00.000,ZoneB,ZoneC,U018
T7090,Car16,2018-04-06 21:00:00.000,ZoneA,ZoneA,U133
T7091,Car26,2015-03-30 08:00:00.000,ZoneA,ZoneA,U094
T7092,Car18,2015-05-17 16:00:00.000,ZoneC,ZoneC,U141
T7093,Car28,2015-11-10 23:00:00.000,ZoneD,ZoneC,U037
T7094,Car13,2016-01-11 00:00:00.000,ZoneD,ZoneB,U118
T7096,Car09,2021-12-01 11:00:00.000,ZoneD,ZoneC,U124
T7098,Car19,2021-09-01 00:00:00.000,ZoneC,ZoneD,U035
T7099,Car09,2015-10-12 04:00:00.000,ZoneA,ZoneB,U066
T7100,Car30,2019-02-26 12:00:00.000,ZoneB,ZoneA,U049
T7101,Car06,2016-12-17 06:00:00.000,ZoneA,ZoneA,U115
T7102,Car04,2021-07-20 02:00:00.000,ZoneD,ZoneC,U030
T7103,Car25,2020-12-08 13:00:00.000,ZoneB,ZoneA,U060
T7104,Car11,2021-05-13 04:00:00.000,ZoneB,ZoneD,U021
T7105,Car14,2020-05-11 22:00:00.000,ZoneD,ZoneA,U061
T7106,Car08,2017-01-07 22:00:00.000,ZoneB,ZoneD,U059
T7107,Car16,2017-10-03 11:00:00.000,ZoneB,ZoneB,U019
T7108,Car28,2019-10-17 20:00:00.000,ZoneC,ZoneC,U017
T7109,Car01,2017-05-16 11:00:00.000,ZoneC,ZoneB,U099
T7110,Car18,2020-07-07 19:00:00.000,ZoneC,ZoneB,U099
T7111,Car13,2016-01-06 20:00:00.000,ZoneA,ZoneC,U123
T7112,Car07,2015-08-07 13:00:00.000,ZoneC,ZoneC,U062
T7113,Car07,2015-03-08 06:00:00.000,ZoneC,ZoneA,U156
T7114,Car03,2019-02-22 08:00:00.000,ZoneB,ZoneA,U150
T7115,Car25,2018-01-02 12:00:00.000,ZoneA,ZoneD,U106
T7116,Car25,2016-06-15 21:00:00.000,ZoneB,ZoneA,U111
T7117,Car16,2021-07-03 10:00:00.000,ZoneA,ZoneB,U085
T7118,Car17,2018-09-18 11:00:00.000,ZoneD,ZoneB,U133
T7119,Car29,2021-08-04 22:00:00.000,ZoneB,ZoneC,U072
T7120,Car08,2018-09-29 02:00:00.000,ZoneC,ZoneB,U078
T7121,Car21,2019-01-21 06:00:00.000,ZoneB,ZoneA,U032
T7122,Car01,2015-10-21 08:00:00.000,ZoneC,ZoneC,U144
T7123,Car27,2019-04-21 16:00:00.000,ZoneA,ZoneD,U108
T7124,Car19,2015-01-16 10:00:00.000,ZoneB,ZoneB,U033
T7125,Car13,2016-11-17 01:00:00.000,ZoneD,ZoneB,U026
T7126,Car04,2019-09-19 17:00:00.000,ZoneC,ZoneD,U079
T7127,Car24,2018-03-29 03:00:00.000,ZoneD,ZoneD,U137
T7128,Car18,2016-12-09 08:00:00.000,ZoneB,ZoneA,U116
T7129,Car06,2015-07-05 05:00:00.000,ZoneB,ZoneA,U106
T7130,Car08,2015-02-02 17:00:00.000,ZoneB,ZoneA,U092
T7131,Car21,2020-04-26 02:00:00.000,ZoneB,ZoneB,U035
T7132,Car05,2015-04-22 01:00:00.000,ZoneB,ZoneC,U019
T7133,Car15,2021-07-16 13:00:00.000,ZoneA,ZoneB,U069
T7134,Car02,2019-07-31 02:00:00.000,ZoneA,ZoneC,U088
T7135,Car16,2015-03-02 05:00:00.000,ZoneB,ZoneC,U144
T7136,Car17,2019-01-08 23:00:00.000,ZoneA,ZoneA,U141
T7137,Car27,2020-06-16 13:00:00.000,ZoneD,ZoneD,U138
T7138,Car30,2018-07-07 18:00:00.000,ZoneB,ZoneA,U122
T7139,Car10,2016-07-17 13:00:00.000,ZoneD,ZoneA,U016
T7140,Car18,2020-10-14 18:00:00.000,ZoneB,ZoneB,U033
T7141,Car11,2021-07-04 11:00:00.000,ZoneC,ZoneD,U063
T7142,Car27,2016-08-16 13:00:00.000,ZoneC,ZoneD,U012
T7143,Car06,2017-09-02 20:00:00.000,ZoneA,ZoneD,U150
T7144,Car22,2019-09-20 03:00:00.000,ZoneC,ZoneC,U121
T7145,Car06,2020-12-12 12:00:00.000,ZoneB,ZoneC,U080
T7146,Car20,2016-08-15 12:00:00.000,ZoneC,ZoneB,U129
T7147,Car02,2016-12-21 15:00:00.000,ZoneD,ZoneC,U105
T7148,Car07,2020-09-08 07:00:00.000,ZoneC,ZoneD,U013
T7149,Car16,2016-02-22 07:00:00.000,ZoneA,ZoneA,U016
T7150,Car19,2018-03-30 14:00:00.000,ZoneD,ZoneD,U065
T7151,Car26,2015-03-16 14:00:00.000,ZoneA,ZoneD,U107
T7152,Car02,2018-06-24 05:00:00.000,ZoneB,ZoneC,U144
T7153,Car15,2016-06-23 19:00:00.000,ZoneB,ZoneB,U129
T7154,Car11,2021-07-01 03:00:00.000,ZoneD,ZoneB,U022
T7155,Car02,2020-09-16 05:00:00.000,ZoneD,ZoneA,U075
T7156,Car06,2016-07-08 09:00:00.000,ZoneA,ZoneD,U075
T7157,Car17,2021-06-05 07:00:00.000,ZoneA,ZoneA,U087
T7158,Car23,2021-08-29 17:00:00.000,ZoneA,ZoneC,U018
T7159,Car22,2017-05-22 02:00:00.000,ZoneA,ZoneA,U091
T7160,Car13,2021-01-02 13:00:00.000,ZoneC,ZoneC,U144
T7161,Car14,2017-04-08 03:00:00.000,ZoneD,ZoneB,U045
T7162,Car26,2018-01-27 22:00:00.000,ZoneB,ZoneD,U112
T7163,Car28,2019-11-08 07:00:00.000,ZoneC,ZoneD,U068
T7164,Car29,2018-10-03 21:00:00.000,ZoneD,ZoneD,U024
T7165,Car28,2021-12-29 09:00:00.000,ZoneD,ZoneD,U123
T7166,Car08,2021-04-25 21:00:00.000,ZoneA,ZoneA,U091
T7167,Car20,2019-12-24 03:00:00.000,ZoneA,ZoneB,U129
T7168,Car08,2015-02-16 01:00:00.000,ZoneB,ZoneB,U081
T7169,Car09,2019-08-19 21:00:00.000,ZoneD,ZoneC,U098
T7170,Car02,2019-09-12 20:00:00.000,ZoneA,ZoneA,U034
T7171,Car28,2016-04-22 17:00:00.000,ZoneD,ZoneC,U067
T7172,Car19,2019-10-12 10:00:00.000,ZoneB,ZoneA,U139
T7173,Car24,2017-02-16 07:00:00.000,ZoneC,ZoneC,U122
T7174,Car13,2018-04-05 05:00:00.000,ZoneA,ZoneB,U039
T7175,Car08,2017-04-07 17:00:00.000,ZoneB,ZoneB,U073
T7176,Car23,2020-04-02 13:00:00.000,ZoneC,ZoneB,U149
T7177,Car08,2020-08-02 05:00:00.000,ZoneB,ZoneA,U033
T7178,Car26,2019-11-12 11:00:00.000,ZoneD,ZoneD,U147
T7179,Car21,2018-05-02 07:00:00.000,ZoneC,ZoneD,U142
T7180,Car14,2019-01-23 23:00:00.000,ZoneC,ZoneC,U080
T7181,Car06,2018-04-10 05:00:00.000,ZoneC,ZoneC,U044
T7182,Car17,2016-01-24 18:00:00.000,ZoneD,ZoneD,U073
T7183,Car03,2019-10-01 14:00:00.000,ZoneD,ZoneB,U043
T7184,Car11,2015-06-14 04:00:00.000,ZoneD,ZoneD,U083
T7185,Car17,2021-01-17 08:00:00.000,ZoneC,ZoneD,U093
T7186,Car15,2020-10-26 20:00:00.000,ZoneC,ZoneA,U121
T7187,Car30,2018-07-11 02:00:00.000,ZoneB,ZoneC,U054
T7188,Car14,2015-05-21 10:00:00.000,ZoneB,ZoneA,U081
T7189,Car25,2018-09-18 06:00:00.000,ZoneA,ZoneB,U088
T7190,Car02,2018-06-08 04:00:00.000,ZoneD,ZoneC,U081
T7191,Car04,2018-04-17 17:00:00.000,ZoneD,ZoneA,U052
T7192,Car20,2020-01-30 00:00:00.000,ZoneA,ZoneC,U082
T7193,Car13,2021-04-28 09:00:00.000,ZoneD,ZoneC,U131
T7194,Car28,2018-11-07 21:00:00.000,ZoneC,ZoneB,U143
T7195,Car29,2017-10-25 18:00:00.000,ZoneC,ZoneA,U118
T7196,Car25,2021-08-14 17:00:00.000,ZoneA,ZoneB,U045
T7197,Car20,2017-04-24 04:00:00.000,ZoneB,ZoneD,U095
T7198,Car12,2016-01-18 12:00:00.000,ZoneA,ZoneC,U023
T7199,Car03,2016-11-26 00:00:00.000,ZoneC,ZoneD,U056
T7200,Car28,2019-12-07 21:00:00.000,ZoneB,ZoneD,U045
T7201,Car24,2015-12-04 17:00:00.000,ZoneB,ZoneA,U085
T7202,Car09,2017-05-13 18:00:00.000,ZoneA,ZoneC,U072
T7203,Car10,2017-01-07 07:00:00.000,ZoneC,ZoneA,U052
T7204,Car21,2016-08-16 08:00:00.000,ZoneC,ZoneD,U087
T7205,Car30,2019-02-06 07:00:00.000,ZoneD,ZoneB,U039
T7206,Car07,2015-04-28 07:00:00.000,ZoneD,ZoneC,U028
T7207,Car26,2019-04-22 17:00:00.000,ZoneA,ZoneD,U154
T7208,Car01,2018-06-10 16:00:00.000,ZoneA,ZoneA,U051
T7209,Car25,2015-02-12 12:00:00.000,ZoneC,ZoneB,U157
T7210,Car13,2020-03-26 21:00:00.000,ZoneC,ZoneA,U018
T7211,Car17,2020-05-01 02:00:00.000,ZoneC,ZoneC,U043
T7212,Car14,2017-07-07 03:00:00.000,ZoneD,ZoneD,U120
T7213,Car30,2018-04-22 12:00:00.000,ZoneD,ZoneA,U109
T7214,Car21,2020-11-18 08:00:00.000,ZoneA,ZoneD,U080
T7215,Car12,2019-11-07 16:00:00.000,ZoneB,ZoneD,U160
T7216,Car28,2019-04-19 19:00:00.000,ZoneD,ZoneD,U072
T7217,Car21,2021-12-24 14:00:00.000,ZoneC,ZoneD,U086
T7219,Car11,2021-02-22 19:00:00.000,ZoneD,ZoneD,U090
T7220,Car05,2016-02-29 14:00:00.000,ZoneB,ZoneB,U160
T7221,Car08,2018-01-24 09:00:00.000,ZoneA,ZoneD,U016
T7222,Car03,2021-04-09 15:00:00.000,ZoneC,ZoneC,U126
T7223,Car29,2017-07-26 02:00:00.000,ZoneA,ZoneC,U053
T7224,Car06,2015-01-13 02:00:00.000,ZoneA,ZoneB,U086
T7225,Car01,2019-02-19 00:00:00.000,ZoneB,ZoneD,U050
T7226,Car26,2020-04-08 09:00:00.000,ZoneA,ZoneD,U052
T7227,Car19,2019-09-07 20:00:00.000,ZoneC,ZoneB,U024
T7228,Car04,2019-04-04 19:00:00.000,ZoneD,ZoneA,U027
T7229,Car09,2018-04-03 18:00:00.000,ZoneB,ZoneB,U127
T7230,Car15,2021-06-22 04:00:00.000,ZoneB,ZoneB,U112
T7231,Car05,2021-01-07 08:00:00.000,ZoneD,ZoneC,U135
T7232,Car10,2021-11-22 07:00:00.000,ZoneB,ZoneD,U143
T7234,Car18,2016-06-25 06:00:00.000,ZoneB,ZoneA,U132
T7235,Car28,2018-03-08 02:00:00.000,ZoneA,ZoneB,U023
T7236,Car20,2017-07-23 09:00:00.000,ZoneD,ZoneA,U120
T7237,Car29,2015-04-25 19:00:00.000,ZoneA,ZoneB,U112
T7238,Car20,2017-01-01 21:00:00.000,ZoneC,ZoneA,U052
T7239,Car28,2015-10-05 07:00:00.000,ZoneB,ZoneA,U058
T7240,Car01,2016-03-14 23:00:00.000,ZoneC,ZoneC,U137
T7241,Car07,2016-05-09 04:00:00.000,ZoneC,ZoneB,U160
T7242,Car30,2016-01-18 07:00:00.000,ZoneB,ZoneC,U103
T7243,Car02,2020-08-08 21:00:00.000,ZoneC,ZoneB,U067
T7244,Car22,2020-07-08 00:00:00.000,ZoneB,ZoneA,U141
T7245,Car15,2018-10-08 06:00:00.000,ZoneD,ZoneC,U047
T7246,Car08,2016-01-18 17:00:00.000,ZoneD,ZoneC,U086
T7247,Car05,2019-03-14 03:00:00.000,ZoneD,ZoneD,U101
T7248,Car07,2019-06-13 19:00:00.000,ZoneD,ZoneA,U080
T7249,Car13,2021-06-10 07:00:00.000,ZoneA,ZoneC,U096
